Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2
Geetbets,3450,house,449000,7,236,1,0,0,0,0,0,0,1023,4,1960,6,84,3,270000,30577,1902
Liedekerke,1770,house,525000,3,241,1,0,1,40,1,200,0,549,4,1997,5,171,5,310000,30325,2178
Deklinge,9170,house,592000,3,221,1,0,0,0,0,0,0,575,4,2020,6,24,3,330000,31678,2678
Kortenberg,3070,apartment,325000,2,90,0,0,0,0,0,0,0,0,3,1979,4,259,5,400000,33946,3611
Rhode-saint-genese,1640,house,399000,3,150,1,0,1,52,1,415,0,560,3,1954,4,282,5,530000,32847,2660
Bassenge,4690,apartment,149000,2,100,1,0,0,0,0,0,0,0,3,1899,4,215,3,193000,28381,1490
Wetteren,9230,house,360000,5,189,1,0,0,0,1,923,0,923,3,1976,2,447,3,280000,30041,1904
Essen,2910,house,349000,3,130,0,0,1,20,0,0,0,1080,4,1989,1,635,3,322000,31495,2684
Erpe-mere,9420,house,299000,4,220,1,0,0,0,0,0,0,352,3,1982,2,490,3,287580,32874,1359
Anderlecht,1070,apartment,249000,2,93,1,0,1,25,0,0,0,0,2,1965,2,274,3,220000,21336,2677
Essen,2910,duplex,329000,3,113,1,0,1,30,0,0,0,0,2,2011,4,212,5,322000,31495,2911
Saint-gilles,1060,penthouse,899000,4,197,1,0,1,41,0,0,0,0,2,1910,3,155,4,291000,20648,4563
Estinnesvellereille-les-brayeux,7120,exceptional-property,640000,5,297,1,0,0,0,0,0,0,3122,4,1979,3,288,3,195000,27710,2154
Stabroek,2940,house,395000,3,158,1,0,1,18,0,0,0,400,3,1954,4,293,3,305000,33477,2500
Buggenhout,9255,house,650000,4,250,1,0,0,0,0,0,0,368,3,2012,6,74,5,327500,33340,2600
Kapellen,2950,villa,2300000,5,627,1,0,0,0,0,0,1,4022,4,1995,5,142,5,365250,33995,3668
Rochefort,5580,house,192500,3,173,0,0,0,0,1,53,0,120,2,1875,3,339,2,172500,26283,1112
Edegem,2650,house,625000,3,170,1,0,0,0,1,279,0,506,3,1958,4,283,4,339900,34133,3676
Uccle,1180,house,850000,4,230,1,0,1,50,1,262,0,250,2,1997,2,245,3,390000,26467,3695
Zoersel,2980,house,430000,4,186,1,0,0,0,0,0,0,1285,4,1980,3,353,2,425000,33080,2311
Dendermonde,9200,house,365000,4,190,1,0,0,0,0,0,0,247,2,2005,5,163,3,265000,30172,1921
Ronse,9600,house,229000,3,167,0,0,1,20,1,330,0,653,3,1959,1,695,1,203500,25716,1371
Balen,2490,house,595000,1,317,0,0,0,0,0,0,0,3290,4,1929,3,344,3,267000,31503,1876
Ronse,9600,house,239000,3,165,0,0,1,30,1,351,0,674,3,1959,2,471,1,203500,25716,1448
Depinte,9840,house,688000,3,197,1,0,1,40,1,400,1,701,4,1988,3,394,3,442500,39726,3492
Grace-hollogne,4460,house,240000,3,130,1,0,0,0,0,0,0,80,2,1979,5,112,3,187000,25798,1846
Mechelen,2800,house,550000,4,143,1,0,0,0,0,0,0,158,2,1939,5,147,3,312500,29870,3846
Depinte,9840,house,472000,4,184,1,0,1,20,1,544,0,728,4,1965,4,282,3,442500,39726,2565
Ukkel,1180,villa,2150000,5,558,0,0,0,0,0,0,0,3237,4,1968,2,493,1,390000,26467,3853
Anderlecht,1070,house,425000,3,155,0,0,0,0,1,65,0,200,3,1930,0,542,2,220000,21336,2741
Meerhout,2450,ground-floor,295000,2,131,1,0,1,36,0,0,0,0,3,2006,5,149,3,245000,31773,2251
Wezembeek-oppem,1970,house,495000,3,144,1,0,1,13,1,500,0,828,3,1961,2,450,1,520000,33282,3437
Sijsele,8340,house,425000,4,193,1,0,1,25,1,512,0,512,4,1977,4,251,3,375000,31561,2202
Gent,9000,apartment,269000,1,76,1,0,0,0,0,0,0,0,2,1969,5,122,3,335000,27,3539
Auderghem,1160,house,625000,3,176,1,0,1,34,1,155,0,220,2,1962,2,274,5,363000,28443,3551
Ninove,9400,house,175000,3,140,0,0,0,0,0,0,0,148,2,1935,1,568,1,260000,29589,1250
Moerbeke,9180,house,590000,4,195,1,0,1,64,1,982,0,1162,4,1978,4,292,3,325000,32337,3025
Beerse,2340,house,506700,3,191,1,0,1,37,1,497,0,582,4,2000,4,208,5,375000,32645,2652
Woluwe-saint-lambert,1200,penthouse,449000,2,110,0,0,1,100,0,0,0,0,3,1970,1,344,2,369000,27210,4081
Schaerbeek,1030,apartment,280000,2,99,1,0,0,0,0,0,0,0,2,2009,4,147,5,275000,21912,2828
Bruxelles,1000,apartment,495000,2,109,1,0,1,1,0,0,0,0,2,1936,3,208,3,275000,21541,4541
Ninove,9400,house,339000,4,232,0,0,0,0,0,0,0,499,3,1965,4,283,3,260000,29589,1461
Schaerbeek,1030,apartment,390000,2,121,1,0,0,0,0,0,0,0,2,1929,1,332,5,275000,21912,3223
Wavre,1300,villa,479000,4,174,0,0,1,44,1,986,0,1103,4,2012,5,166,3,310000,28507,2752
Wezembeek-oppem,1970,house,855000,4,214,1,0,0,0,0,0,0,372,3,1937,1,717,5,520000,33282,3995
Vossem,3080,house,825000,7,450,1,0,0,0,0,0,0,1375,4,1979,5,153,3,492000,34270,1833
Hasselt,3500,house,399000,3,187,0,0,0,0,0,0,0,8292,4,1939,3,389,3,285000,30208,2133
Uccle,1180,apartment,335000,3,95,1,0,1,15,0,0,0,0,3,1970,1,344,3,390000,26467,3526
Kuurne,8520,apartment,199000,2,105,0,0,0,0,0,0,0,0,2,1985,3,315,5,249000,29973,1895
Evere,1140,apartment,380000,2,90,1,0,1,10,0,0,0,0,2,2020,4,99,5,257500,24158,4222
Dendermonde,9200,house,465000,3,151,1,0,0,0,1,300,0,300,3,2013,6,57,5,265000,30172,3079
Schuiferskapelle,8700,house,135000,4,115,0,0,1,12,1,180,0,332,3,1920,1,684,1,275000,29505,1173
Lier,2500,house,299000,3,129,1,0,1,49,1,49,0,115,3,1918,4,213,3,290000,29623,2317
Brakel,9660,house,235000,4,171,0,0,0,0,0,0,0,457,2,1899,5,106,3,250000,31853,1374
Duinbergen,8301,apartment,595000,2,84,0,0,0,0,0,0,0,0,4,1988,6,80,3,592500,28601,7083
Brussels,1000,penthouse,525000,2,97,1,0,1,42,0,0,0,0,2,2013,5,68,3,275000,21541,5412
Berchem-sainte-agathe,1082,house,230000,2,106,0,0,1,10,1,112,0,172,2,1930,0,700,1,267500,24327,2169
La-bruyere,5080,house,599000,5,273,1,0,0,0,0,0,0,1670,4,2017,5,102,5,305000,35050,2194
Ixelles,1050,penthouse,525000,2,97,1,0,1,42,0,0,0,0,2,2013,5,68,3,350000,23014,5412
Meerhout,2450,house,379000,3,144,0,0,0,0,0,0,0,852,3,1986,4,288,3,245000,31773,2631
Harelbeke,8530,house,239000,3,148,0,0,0,0,0,0,0,156,2,1930,3,328,5,235000,30547,1614
Saint-nicolas,4420,house,235000,4,170,0,0,1,10,1,250,0,620,2,1874,2,399,1,170000,24020,1382
Holsbeek,3220,apartment,765000,2,400,0,0,0,0,0,0,0,0,2,1952,2,460,3,353000,35269,1912
Bonnert,6700,house,780000,5,166,1,0,0,0,0,0,0,1115,4,2014,4,184,5,286500,34008,4698
Gent,9000,house,255000,4,148,0,0,0,0,0,0,0,50,2,1950,3,315,2,335000,27,1722
Evergem,9940,house,259000,3,163,0,0,1,22,0,0,0,332,3,1969,1,589,1,337500,33011,1588
Zingem-ouwegem,9750,house,309000,3,156,0,0,0,0,0,0,0,971,4,1971,1,580,1,314625,33128,1980
Ohey,5350,house,275000,3,160,1,0,0,0,0,0,0,816,4,1850,2,391,2,230000,29449,1718
Heist-aan-zee,8301,apartment,598000,2,96,1,0,0,0,0,0,0,0,1,1986,5,116,4,592500,28601,6229
Asse,1730,house,369000,2,293,1,0,0,0,1,440,0,600,4,1955,1,569,5,288000,29699,1259
Ixelles,1050,apartment,1790000,4,300,1,0,1,60,0,0,0,0,3,1935,1,315,5,350000,23014,5966
Geel,2440,house,420000,4,180,1,0,1,32,0,0,0,1014,4,1970,3,341,3,270000,30648,2333
Grote-brogel,3990,house,455000,4,303,1,0,0,0,0,0,0,1984,4,1948,3,364,1,280000,31205,1501
Lochristi,9080,house,299000,2,125,1,0,0,0,1,160,0,238,3,1930,3,323,5,404000,33119,2392
Laakdal,2430,house,269000,2,166,1,0,0,0,0,0,0,314,3,1983,4,266,3,283750,31971,1620
Uccle,1180,house,1395000,6,310,1,0,1,20,1,640,0,840,3,1937,2,255,5,390000,26467,4500
Kapellen,2950,house,399900,3,185,1,0,0,0,0,0,0,192,2,1970,5,153,5,365250,33995,2161
Geel,2440,house,230000,3,155,0,1,0,0,0,0,0,244,3,1977,1,507,2,270000,30648,1483
Heist-op-den-berg,2220,house,615000,4,274,1,0,0,0,0,0,0,746,3,2002,5,153,3,325000,30714,2244
Herselt,2230,house,265000,5,130,1,0,0,0,0,0,0,800,4,1954,1,952,1,285000,31204,2038
Dour,7370,house,245000,3,120,1,0,0,0,0,0,0,555,3,1981,3,291,3,129000,23684,2041
Olen,2250,house,360000,2,158,0,0,0,0,0,0,0,783,4,1987,3,381,3,312000,31912,2278
Riemst,3770,house,375000,3,162,1,0,1,87,0,0,0,191,3,1834,5,159,3,263750,30331,2314
Landen,3400,house,240000,3,108,1,0,1,134,0,0,0,197,2,1948,3,328,2,230000,32526,2222
Tessenderlo,3980,house,249000,3,123,0,0,0,0,0,0,0,1520,3,1950,3,365,1,260000,31792,2024
Bassenge,4690,exceptional-property,149000,3,152,0,0,0,0,1,75,0,170,2,1843,0,820,1,193000,28381,980
Lubbeek,3210,villa,1650000,3,645,1,0,1,40,1,1,1,2181,4,2006,5,197,5,390000,36800,2558
Etterbeek,1040,flat-studio,190000,1,43,1,0,0,0,0,0,0,0,2,1975,4,100,3,323500,23665,4418
Balen,2490,house,379000,3,140,1,0,0,0,0,0,0,1014,3,1936,5,189,4,267000,31503,2707
Uccle,1180,apartment,295000,2,75,1,0,1,8,0,0,0,0,2,1969,4,147,5,390000,26467,3933
Mouscron,7700,house,119000,4,131,0,0,0,0,0,0,0,53,2,1930,2,404,3,173500,24752,908
Waregem,8790,apartment,125000,1,46,0,0,0,0,0,0,0,0,4,2004,6,172,3,292000,30342,2717
Waregem,8790,apartment,125000,1,43,1,0,1,3,0,0,0,0,4,2004,6,81,3,292000,30342,2906
Zonhoven,3520,house,595000,3,139,1,0,0,0,0,0,0,982,3,1964,5,186,5,297500,31666,4280
Theux,4910,apartment,317000,3,88,0,0,1,4,0,0,0,0,4,2017,5,114,5,265000,29504,3602
Tielt-winge,3390,house,495000,3,175,1,0,0,0,0,0,0,550,3,2024,6,25,5,328500,32394,2828
Oostende,8400,duplex,530000,3,110,1,0,1,20,0,0,0,0,2,2007,3,349,5,235000,25991,4818
Dadizele,8890,house,298000,3,176,0,0,0,0,0,0,0,340,2,1933,5,124,5,250000,29887,1693
Antwerpen,2000,apartment,255000,1,55,0,0,0,0,0,0,0,0,2,1955,5,158,3,260000,25683,4636
Schoten,2900,house,349000,3,167,1,0,1,20,1,190,0,270,2,1954,4,250,3,330550,31175,2089
Wijnegem,2110,apartment,190000,2,86,0,0,0,0,0,0,0,0,3,1979,4,202,2,329000,31301,2209
Beerse,2340,house,310000,3,151,0,0,0,0,0,0,0,295,3,1968,1,530,3,375000,32645,2052
Sint-pieters-woluwe,1150,house,749000,3,198,1,0,1,40,0,0,0,109,2,1957,1,328,2,465000,29516,3782
Lochristi,9080,house,629000,3,295,0,0,0,0,0,0,0,948,4,1980,3,335,5,404000,33119,2132
Lille,2275,house,299900,4,202,1,0,1,24,1,279,0,339,2,1935,2,418,1,320000,31754,1484
Aartselaar,2630,town-house,385000,3,195,1,0,0,0,1,63,0,175,2,1969,3,342,3,355000,34397,1974
Kortrijk,8500,house,169000,2,124,1,0,0,0,0,0,0,76,2,1949,3,360,2,265000,28248,1362
Oreye,4360,house,375000,4,275,0,0,1,20,1,300,0,578,3,1950,3,322,3,260000,29443,1363
Sleidinge,9940,house,325000,3,115,0,0,0,0,0,0,0,238,3,1970,2,440,1,337500,33011,2826
Woluwe-saint-pierre,1150,apartment,645000,4,155,1,0,1,12,0,0,0,0,2,1970,3,200,5,465000,29516,4161
Boom,2850,house,330000,2,228,0,0,0,0,1,230,0,363,2,1970,4,254,2,258000,27780,1447
Sint-truiden,3800,house,335000,3,142,0,0,0,0,0,0,0,370,3,1954,1,781,2,239000,28162,2359
Han-sur-lesse,5580,apartment,99000,1,40,1,0,0,0,0,0,0,0,3,1979,0,589,5,172500,26283,2475
Woluwe-saint-pierre,1150,house,1650000,7,322,1,0,1,35,1,400,1,700,4,1960,2,273,5,465000,29516,5124
Zwijndrecht,2070,house,395000,4,243,1,0,1,85,0,0,0,230,2,1976,4,255,3,280000,31143,1625
Heers,3870,house,489000,3,195,1,0,0,0,0,0,1,1310,4,1995,4,281,5,237500,29922,2507
Schoten,2900,house,285000,2,153,0,0,0,0,0,0,0,88,4,1919,5,170,3,330550,31175,1862
Oupeye,4680,house,139000,2,122,1,0,0,0,1,15,0,113,2,1874,3,283,1,220000,26992,1139
Ronse,9600,house,298500,6,272,0,0,1,20,1,350,0,650,3,1915,4,290,2,203500,25716,1097
Flemalle,4400,house,144000,2,115,1,1,1,30,1,85,0,205,3,1930,0,548,2,190000,26199,1252
Ternat,1742,house,429000,4,242,1,0,0,0,1,69,0,365,3,1955,3,346,5,345000,33201,1772
Seraing,4101,house,215000,2,117,1,0,1,30,1,205,0,320,2,1950,4,247,5,164500,23333,1837
Engis,4480,house,260000,4,152,1,0,1,27,1,559,0,696,4,1964,3,279,3,176000,25939,1710
Woluwe-saint-pierre,1150,apartment,280000,2,85,1,0,1,3,0,0,0,0,2,1952,0,461,2,465000,29516,3294
Roeselare,8800,house,260000,3,196,1,0,0,0,0,0,0,349,2,1975,4,239,3,238106,28720,1326
Blegny,4671,house,275000,3,163,0,0,1,30,1,270,0,500,2,1930,4,254,5,263750,29839,1687
Zele,9240,apartment,249000,2,102,1,0,1,10,0,0,0,0,2,1970,5,124,3,275000,29536,2441
Nazareth,9810,duplex,325000,1,89,1,0,0,0,0,0,0,0,4,1990,3,368,3,397500,32737,3651
Hachy,6720,house,295000,3,172,0,0,1,20,1,426,0,426,4,1933,0,580,2,290000,33106,1715
Uccle,1180,villa,1375000,4,220,1,0,1,45,1,1000,0,1271,4,1956,0,375,5,390000,26467,6250
Kluisbergen,9690,apartment,285000,2,96,1,0,1,4,0,0,0,0,2,2008,5,158,3,276000,32017,2968
Oostduinkerke,8670,apartment,225000,1,41,1,1,0,0,0,0,0,0,2,1963,5,200,3,300000,30348,5487
Anderlecht,1070,apartment,349000,3,160,1,0,1,8,0,0,0,0,2,1960,0,518,3,220000,21336,2181
Sint-martens-latem,9830,house,535000,4,198,0,0,0,0,0,0,0,560,3,1972,2,496,3,680000,35589,2702
Oud-turnhout,2360,house,365000,4,139,1,0,0,0,0,0,0,273,2,2016,5,115,5,330000,32681,2625
Zoersel,2980,house,399500,4,155,1,0,1,20,1,500,0,959,4,1983,4,239,3,425000,33080,2577
Affligem,1790,house,389000,5,270,1,0,1,25,1,50,0,321,3,1900,4,268,5,330000,34876,1440
Beersel,1650,house,390000,3,170,0,0,0,0,0,0,0,260,2,1968,3,370,3,396000,32780,2294
Herentals,2200,house,329000,3,137,1,0,0,0,0,0,0,178,2,1953,5,112,3,274000,29831,2401
Schelle,2627,house,399000,3,160,1,0,0,0,0,0,0,399,3,1971,3,323,3,289000,33215,2493
Denderwindeke,9400,villa,699000,3,525,1,0,0,0,0,0,0,1694,4,2004,4,216,5,260000,29589,1331
Lommel,3920,house,268000,3,179,1,0,0,0,0,0,0,527,3,1965,4,299,2,285000,30215,1497
Opwijk,1745,house,325000,3,191,0,0,1,25,1,550,0,820,3,1954,1,548,1,315000,33533,1701
Aalst,9300,apartment,124000,1,51,0,0,0,0,0,0,0,0,3,1983,4,220,4,265000,29669,2431
Huy,4500,apartment,120000,1,50,0,0,0,0,0,0,0,0,3,1957,3,302,3,196000,24184,2400
Woluwe-saint-pierre,1150,apartment,225000,1,72,1,0,0,0,0,0,0,0,2,1929,0,419,1,465000,29516,3125
Vilvoorde,1800,house,465000,3,148,0,0,0,0,0,0,0,324,4,1952,4,293,5,300000,29017,3141
Huy,4500,apartment,229000,2,90,1,0,1,7,0,0,0,0,2,2005,4,246,3,196000,24184,2544
Schoten,2900,house,385000,3,134,1,0,0,0,1,256,0,333,2,1930,5,118,3,330550,31175,2873
Woluwe-saint-pierre,1150,apartment,295000,2,75,1,0,1,1,0,0,0,0,2,1971,0,412,1,465000,29516,3933
Kapellen,2950,apartment,259000,2,82,1,0,0,0,0,0,0,0,3,1978,3,317,5,365250,33995,3158
Anderlecht,1070,apartment,325000,2,94,1,0,1,15,0,0,0,0,2,2021,6,23,5,220000,21336,3457
Ans,4430,apartment,265000,2,95,1,0,0,0,0,0,0,0,4,2018,5,92,5,200500,26138,2789
Middelkerke,8430,apartment,325000,1,76,0,0,0,0,0,0,0,0,2,1987,5,173,1,200000,27292,4276
Middelkerke,8430,apartment,269000,2,67,0,1,0,0,0,0,0,0,2,2001,5,164,3,200000,27292,4014
Denderleeuw,9470,ground-floor,279000,2,105,1,0,1,35,0,0,0,0,2,2005,4,226,5,271000,30889,2657
Schaerbeek,1030,apartment,330000,2,96,1,0,0,0,0,0,0,0,2,1951,2,256,5,275000,21912,3437
Oudenaarde,9700,service-flat,275000,1,65,0,0,0,0,0,0,0,0,2,2015,6,84,5,275000,30647,4230
Schaerbeek,1030,apartment,220000,1,72,1,0,1,9,0,0,0,0,2,1924,0,412,3,275000,21912,3055
Uccle,1180,apartment,375000,2,87,1,0,1,3,0,0,0,0,4,1950,2,273,5,390000,26467,4310
Ixelles,1050,apartment,295000,2,83,1,0,1,3,0,0,0,0,2,1959,0,605,1,350000,23014,3554
Forest,1190,apartment,445000,1,107,1,0,1,1,0,0,0,0,2,1910,4,134,3,280000,22908,4158
Middelkerke,8430,apartment,340000,2,70,1,1,0,0,0,0,0,0,2,1992,5,186,3,200000,27292,4857
Waregem,8790,villa,479000,3,175,1,0,0,0,0,0,0,562,4,1995,4,231,3,292000,30342,2737
Ixelles,1050,apartment,450000,3,125,1,0,1,9,0,0,0,0,3,1904,0,367,3,350000,23014,3600
Bruxelles,1000,apartment,345000,2,67,1,0,1,6,0,0,0,0,2,2006,3,151,5,275000,21541,5149
Pont-a-celles,6230,house,169900,2,115,1,0,1,12,1,550,0,690,2,1918,1,448,2,231500,29956,1477
Tubize,1480,apartment,350000,2,92,1,0,0,0,0,0,0,0,4,2020,6,73,5,252250,27224,3804
Wevelgem,8560,apartment,299000,2,128,0,0,0,0,0,0,0,0,2,1995,4,263,5,245000,31432,2335
Leuven,3000,flat-studio,265000,1,40,1,0,0,0,0,0,0,0,2,2010,5,117,5,340000,30408,6625
Antwerpen,2000,penthouse,1200000,2,136,1,0,1,19,0,0,0,0,2,2020,6,74,5,260000,25683,8823
Woluwe-saint-lambert,1200,apartment,355000,2,98,1,0,1,2,0,0,0,0,2,1954,0,588,3,369000,27210,3622
Middelkerke,8430,apartment,575000,4,118,1,0,0,0,0,0,0,0,2,1955,4,230,3,200000,27292,4872
Beveren,9120,house,380000,3,181,1,0,1,12,1,15,0,238,3,1937,3,357,3,296500,32302,2099
Middelkerke,8430,apartment,365000,1,58,0,1,0,0,0,0,0,0,2,1969,4,225,3,200000,27292,6293
Pont-a-celles,6230,apartment,250000,2,107,1,0,0,0,0,0,0,0,3,2013,5,90,5,231500,29956,2336
Gent,9000,apartment,229000,2,103,0,0,0,0,0,0,0,0,3,1970,2,447,1,335000,27,2223
Wezembeek-oppem,1970,apartment,370000,2,95,1,0,1,13,0,0,0,0,3,1975,4,220,3,520000,33282,3894
Rotselaar,3110,apartment,275000,1,65,1,0,0,0,0,0,0,0,3,2019,5,114,5,360400,35967,4230
Ixelles,1050,apartment,980000,2,141,1,0,1,3,0,0,0,0,3,1936,3,194,5,350000,23014,6950
Bruxelles,1000,apartment,375000,2,82,1,0,1,15,0,0,0,0,2,2024,5,55,3,275000,21541,4573
Aalst,9300,triplex,275000,3,175,1,0,1,10,0,0,0,0,3,2002,5,120,5,265000,29669,1571
Ixelles,1050,duplex,1050000,3,170,1,0,0,0,1,115,0,0,2,2024,4,125,5,350000,23014,6176
Aalst,9300,apartment,249000,3,82,0,0,0,0,0,0,0,0,2,1979,1,591,4,265000,29669,3036
Gavere,9890,ground-floor,273700,1,76,1,0,1,10,0,0,0,0,4,2021,6,1,5,338000,33790,3601
Gavere,9890,ground-floor,273700,1,76,1,0,1,11,0,0,0,0,4,2021,6,1,5,338000,33790,3601
Mechelen,2800,house,349000,3,108,0,0,0,0,0,0,0,116,2,1955,2,433,1,312500,29870,3231
Steenhuffel,1840,house,395000,4,150,0,0,1,20,1,90,0,200,2,2007,4,240,3,369000,32899,2633
Steenhuffel,1840,house,395000,4,150,0,0,1,20,1,90,0,200,2,2007,4,270,3,369000,32899,2633
Steenhuffel,1840,house,395000,4,150,0,0,1,20,1,90,0,200,2,2007,4,240,3,369000,32899,2633
Sint-jans-molenbeek,1080,apartment,250000,2,101,1,0,0,0,0,0,0,0,2,1994,2,252,3,215000,21062,2475
Ixelles,1050,apartment,645000,3,165,1,0,1,6,0,0,0,0,2,1936,1,341,5,350000,23014,3909
Hertsberge,8020,house,449000,3,177,0,0,0,0,0,0,0,1031,4,1985,3,378,3,361000,32910,2536
Oostende,8400,house,249000,2,144,0,0,0,0,0,0,0,224,2,1994,2,436,3,235000,25991,1729
Liege,4000,house,439000,7,158,1,0,1,47,0,0,0,120,2,1975,3,334,3,170000,22738,2778
Uccle,1180,ground-floor,610000,2,143,1,0,1,13,1,260,0,0,2,1958,4,148,5,390000,26467,4265
Erondegem,9420,villa,745000,3,453,1,0,0,0,0,0,0,1762,4,1979,5,174,5,287580,32874,1644
Leuven,3000,apartment,624000,2,134,0,0,1,16,0,0,0,0,2,2013,5,137,5,340000,30408,4656
Aalst,9300,apartment,649000,3,197,1,0,0,0,0,0,0,0,4,1966,4,234,2,265000,29669,3294
Sint-antonius-zoersel,2980,apartment,420000,2,100,0,0,1,40,0,0,0,0,2,2018,5,123,5,425000,33080,4200
Tubize,1480,house,380000,3,250,1,0,1,50,0,0,0,200,2,1988,4,205,3,252250,27224,1520
Antwerpen,2000,apartment,679000,2,145,0,0,1,20,0,0,0,0,2,2007,5,118,5,260000,25683,4682
Rouvroy-torgny,6767,house,269000,5,249,1,0,0,0,0,0,0,392,3,1850,3,270,1,152000,26859,1080
Mons,7000,villa,200000,4,200,0,0,1,20,1,200,0,600,3,1980,0,535,2,170000,24834,1000
Drogenbos,1620,apartment,269000,1,70,1,0,1,10,0,0,0,0,2,2016,5,103,5,325000,26667,3842
Ixelles,1050,apartment,745000,3,130,1,0,1,8,0,0,0,0,2,1899,4,115,5,350000,23014,5730
Kalmthout,2920,flat-studio,149000,1,66,1,0,1,6,0,0,0,0,4,1992,2,404,2,400000,33167,2257
Etalle,6740,exceptional-property,495000,6,275,1,0,0,0,0,0,0,297,2,1850,3,268,3,266500,34230,1800
Middelkerke,8430,apartment,235000,2,51,1,1,1,5,0,0,0,0,2,2008,6,81,3,200000,27292,4607
Rumst,2840,apartment,265000,2,95,1,0,1,1,0,0,0,0,2,1991,6,56,5,320000,33441,2789
Limal,1300,apartment,275000,2,72,1,0,1,10,0,0,0,0,3,2004,4,240,3,310000,28507,3819
Koekelberg,1081,apartment,219000,2,80,1,0,0,0,0,0,0,0,2,1919,0,389,2,230000,22526,2737
Putte,2580,house,199000,2,95,1,0,0,0,0,0,0,304,3,1946,1,821,1,325000,31734,2094
Bruxelles,1000,penthouse,795000,2,202,1,1,1,101,0,0,0,0,2,1999,3,190,5,275000,21541,3935
Rhode-saint-gencase,1640,house,185000,2,60,0,0,0,0,0,0,0,25,3,1950,1,509,3,530000,32847,3083
Hemiksem,2620,house,595000,6,342,1,0,0,0,1,150,0,363,3,1918,3,394,2,265000,32465,1739
Ixelles,1050,apartment,995000,3,150,0,0,0,0,0,0,0,0,2,1930,3,183,5,350000,23014,6633
Molenbeek-saint-jean,1080,apartment,190000,2,95,1,0,1,7,0,0,0,0,2,1955,0,861,3,215000,21062,2000
Kortrijk,8500,apartment,260000,2,90,1,0,0,0,0,0,0,0,2,1966,5,142,3,265000,28248,2888
Zottegem,9620,apartment,159500,2,72,0,0,0,0,0,0,0,0,2,1975,3,313,3,260000,32118,2215
Liege,4000,apartment,174000,2,94,1,0,0,0,1,40,0,0,2,1938,3,278,3,170000,22738,1851
Liege,4000,apartment,175000,1,72,1,0,0,0,0,0,0,0,2,1958,3,290,3,170000,22738,2430
Anderlecht,1070,apartment,215000,2,87,1,0,1,3,0,0,0,0,2,1962,0,702,3,220000,21336,2471
Grobbendonk,2280,house,199500,3,90,0,0,0,0,0,0,0,935,4,2006,1,589,3,310000,32268,2216
Liege,4000,apartment,220000,2,78,0,0,1,17,0,0,0,0,2,1968,2,405,3,170000,22738,2820
Brugge,8000,apartment,430000,2,94,1,0,0,0,0,0,0,0,2,2014,5,166,3,310000,29506,4574
Anderlecht,1070,apartment,229000,2,87,1,0,1,3,0,0,0,0,2,1962,0,504,3,220000,21336,2632
Beernem-oedelem,8730,apartment,265000,1,74,1,0,1,6,0,0,0,0,2,2018,6,77,3,340000,31640,3581
Saint-gilles,1060,apartment,299000,1,70,1,0,0,0,0,0,0,0,2,1960,4,149,4,291000,20648,4271
Anderlecht,1070,apartment,229000,2,87,1,0,1,3,0,0,0,0,2,1962,0,507,3,220000,21336,2632
Aalst,9300,apartment,299000,2,80,1,0,1,15,0,0,0,0,2,2018,6,66,5,265000,29669,3737
Anderlecht,1070,apartment,229000,2,87,1,0,1,3,0,0,0,0,2,1962,3,204,3,220000,21336,2632
Ixelles,1050,apartment,245000,1,50,1,0,0,0,0,0,0,0,3,1955,1,323,5,350000,23014,4900
Melle,9090,house,265000,4,153,1,0,0,0,0,0,0,277,2,1954,1,946,1,375000,34853,1732
Woluwe-saint-lambert,1200,apartment,495000,2,90,1,0,1,8,0,0,0,0,2,2007,2,226,5,369000,27210,5500
Sint-laureins,9980,house,445000,3,173,1,0,1,1,1,500,0,584,4,1988,5,195,3,290000,31414,2572
Forest,1190,apartment,130000,1,45,0,0,0,0,0,0,0,0,2,1938,0,502,3,280000,22908,2888
Saint-gilles,1060,ground-floor,365000,3,104,1,0,0,0,0,0,0,0,2,1933,1,341,2,291000,20648,3509
Brussels,1000,penthouse,495000,1,99,1,0,1,54,0,0,0,0,3,2023,5,58,5,275000,21541,5000
Oostende,8400,apartment,260000,2,75,1,0,1,4,0,0,0,0,2,1999,5,196,3,235000,25991,3466
Mortsel,2640,apartment,209000,2,99,0,0,1,2,0,0,0,0,3,1977,4,211,1,339500,31213,2111
Geraardsbergen,9500,apartment,199000,3,75,1,0,0,0,0,0,0,0,2,2019,5,134,3,238500,29578,2653
Menen,8930,apartment,215000,2,82,1,0,1,6,0,0,0,0,3,1850,4,267,3,180000,26819,2621
Genk,3600,apartment,145000,1,70,1,0,0,0,0,0,0,0,4,1997,3,302,3,260000,27345,2071
Geraardsbergen,9500,house,168000,3,115,1,0,0,0,1,16,0,66,2,1930,3,392,2,238500,29578,1460
Kruibeke,9150,apartment,259000,2,96,1,0,1,12,0,0,0,0,2,2005,5,113,3,275000,31455,2697
Aywaille,4920,apartment,479000,7,354,1,0,1,12,0,0,0,0,2,1900,4,198,3,217000,27232,1353
