Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
-1.04,-1.576,-0.512,-0.285,-0.832,-0.402,0.139,-0.37,-2.347,-0.752,-0.946
1.264,0.385,0.164,-0.285,1.167,0.521,1.789,0.019,-1.048,-0.005,0.212
-0.332,1.12,0.098,-0.565,0.021,-0.402,-0.483,-0.519,-0.004,-0.005,-0.946
0.095,-0.741,-0.559,-0.285,-0.832,-0.075,-0.659,-0.437,-0.564,0.741,-0.946
0.043,0.789,-0.306,-0.285,0.134,-2.792,1.052,-0.426,-0.437,-0.752,-0.946
-0.189,-0.568,-0.775,0.819,1.167,0.268,-1.082,-0.519,1.422,-0.752,0.212
-0.154,-0.596,-0.221,-0.285,-0.832,-0.402,0.315,-0.3,-0.233,0.741,0.212
0.998,1.08,-0.494,-0.285,-0.832,1.279,-0.059,-0.411,-1.71,-0.005,-0.946
-0.191,0.863,1.179,-0.285,1.167,0.268,-1.286,-0.399,1.448,1.487,-0.946
0.65,-0.044,-0.832,0.819,-0.832,-0.075,-0.78,-0.519,1.117,-0.752,-0.946
-0.131,-1.086,-0.681,-0.285,0.134,-2.792,3.852,-0.065,-1.736,-0.005,1.37
0.847,1.059,-0.869,-0.285,1.167,1.279,-0.131,0.817,0.48,-1.498,1.37
1.195,0.875,0.728,-0.285,-0.832,1.279,-0.4,3.258,0.607,-0.005,1.37
0.86,0.115,0.784,2.989,-0.832,-0.075,-0.868,3.4,0.174,-0.005,1.37
-0.768,-0.779,0.587,-0.285,0.021,-2.792,0.645,-0.261,-0.029,-0.005,-0.946
0.327,-0.145,0.709,-0.285,-0.832,-0.402,0.199,-0.303,-1.252,0.741,-0.946
0.203,-0.608,-0.202,-0.285,-0.832,0.521,2.213,0.128,-0.946,-0.752,1.37
-0.771,-0.504,-0.531,-0.565,0.134,-1.138,-0.054,-0.519,-0.004,-0.005,0.212
-0.176,-1.208,-1.048,-0.565,-0.832,1.279,0.04,-0.519,0.276,-1.498,-0.946
0.405,0.017,-1.076,-0.565,1.167,-0.075,-0.488,-0.519,0.531,-1.498,-0.946
0.461,-0.289,-0.259,-0.285,0.134,0.521,1.701,0.001,0.047,-0.005,1.37
-1.04,-1.576,0.869,-0.285,0.021,-0.402,-0.026,-0.406,-2.984,1.487,-0.946
0.184,-0.167,-0.813,-0.285,1.167,0.268,-1.066,0.342,0.964,-0.752,1.37
0.378,-0.167,-0.409,-0.285,-0.832,1.279,0.095,-0.336,-0.946,0.741,-0.946
0.157,0.324,-0.005,-0.285,0.134,-1.138,0.926,0.103,0.557,0.741,1.37
-0.131,-1.086,0.822,2.989,-0.832,-0.402,-0.098,1.023,0.735,1.487,1.37
-0.475,-1.165,-0.7,-0.565,1.167,0.268,-1.291,-0.519,1.397,-0.752,-0.946
0.555,2.162,-0.475,-0.565,1.167,1.279,-0.373,-0.519,-0.182,-0.005,1.37
-0.332,1.12,-0.869,0.674,1.167,-2.792,1.404,-0.519,-0.844,-0.752,-0.946
0.005,-1.208,0.728,-0.285,-0.832,1.279,-0.136,-0.23,-2.474,0.741,-0.946
-0.577,-1.613,-0.757,-0.285,0.566,1.279,-0.147,-0.004,-1.456,0.741,0.212
-0.382,-1.699,0.296,-0.285,0.021,-1.138,0.694,-0.324,-1.71,-0.005,-0.946
-0.083,-0.497,-0.184,-0.285,0.134,0.521,2.603,-0.326,-0.182,-0.005,-0.946
0.586,-0.289,-0.343,-0.285,0.566,0.521,2.537,0.16,-0.029,-0.752,1.37
-0.154,-0.596,0.502,-0.285,0.566,-0.075,-0.912,-0.241,0.327,-0.752,-0.946
0.405,0.017,-0.869,1.399,-0.832,-0.075,-0.604,-0.519,0.302,-0.752,0.212
0.371,-0.412,-0.822,-0.565,-0.832,-0.075,-0.901,-0.519,0.735,-0.752,-0.946
0.263,-0.473,1.066,-0.285,0.134,0.521,2.752,-0.332,-0.768,0.741,-0.946
0.378,-0.167,-0.494,-0.565,-0.832,-0.075,-0.444,-0.519,0.2,-0.005,-0.946
-0.476,-0.779,-0.747,-0.565,1.167,-0.075,-0.873,-0.519,0.073,-0.752,-0.946
0.884,-0.135,0.728,-0.285,0.134,-0.402,0.238,0.193,-0.233,0.741,1.37
0.055,0.14,-0.822,-0.565,0.134,1.279,-0.483,-0.519,0.582,-0.752,1.37
-0.189,-0.568,0.728,-0.285,-0.832,1.279,-0.406,-0.313,0.531,-0.005,-0.946
-0.367,-1.545,1.573,-0.565,0.134,-0.075,-0.664,-0.519,-2.984,3.726,-0.946
-0.988,0.63,-0.371,0.674,1.167,1.279,-0.917,-0.519,0.862,-0.005,0.212
0.233,-0.473,-0.465,-0.285,-0.832,0.521,1.096,-0.219,-0.946,-0.752,-0.946
0.26,-0.473,0.474,-0.285,-0.832,-0.075,-0.956,-0.33,1.168,1.487,-0.946
-0.027,-0.473,-0.108,-0.285,1.167,-0.402,0.243,0.592,0.2,0.741,1.37
0.006,-0.412,-0.259,-0.285,-0.832,0.521,2.075,-0.158,-0.437,0.741,0.212
-1.267,-0.289,-0.588,-0.565,-0.832,0.521,0.106,-0.519,-0.972,-0.752,-0.946
0.216,-0.596,-0.052,-0.285,0.134,-2.792,2.449,-0.152,-2.984,-0.005,1.37
0.59,0.063,0.117,-0.285,1.167,1.279,-0.433,0.719,0.174,1.487,1.37
0.586,-0.289,0.258,-0.285,-0.832,1.279,-0.109,-0.246,-1.252,-0.005,-0.946
-1.791,-0.657,-1.038,-0.565,-0.832,-0.402,-0.378,-0.519,-0.335,-1.498,-0.946
0.095,-0.741,-0.663,-0.565,-0.832,-1.138,0.876,-0.519,0.658,-0.005,0.212
-0.159,-1.576,2.212,1.061,0.566,1.279,-0.312,0.369,-0.437,2.98,-0.946
1.149,2.37,0.117,-0.285,1.167,-0.075,-0.62,-0.395,-0.946,0.741,-0.946
1.173,0.691,-0.184,-0.379,0.021,1.279,-0.257,-0.272,0.149,-0.005,-0.946
-0.019,-1.147,-0.719,1.399,1.167,-0.075,-0.978,-0.519,1.372,-0.752,0.212
0.793,0.367,0.051,-0.285,0.134,0.521,3.665,0.19,-0.182,-0.005,1.37
-0.771,-0.504,-0.832,-0.565,0.021,1.279,-0.934,-0.519,0.225,-0.752,-0.946
-1.04,-1.576,-1.292,-0.939,0.134,-0.402,0.089,-0.519,0.251,-1.498,-0.946
0.258,-0.736,4.665,-0.285,-0.832,1.279,0.018,1.652,-1.43,1.487,1.37
-0.475,-1.165,2.738,-0.285,1.167,1.279,0.012,1.458,-0.946,-0.752,1.37
0.999,0.079,0.258,-0.285,-0.832,1.279,-0.12,0.877,0.455,-0.752,1.37
1.101,-0.044,0.906,-0.285,1.167,0.268,-1.462,0.794,1.372,0.741,1.37
-0.154,-0.596,0.089,-0.285,-0.832,-0.075,-0.912,-0.182,1.142,-0.005,0.212
1.097,0.817,-0.766,-0.565,-0.832,-0.075,-0.499,-0.519,0.251,-0.752,-0.946
-0.176,-1.208,-0.963,-0.565,-0.832,-0.075,-0.483,-0.519,0.378,-0.752,-0.946
0.417,-0.056,-0.362,-0.285,1.167,0.268,-1.055,-0.38,1.117,-0.005,-0.946
0.405,0.017,-0.268,1.399,-0.832,1.279,-0.268,-0.519,0.633,-0.005,0.212
-0.988,0.63,1.0,1.061,0.134,-2.792,1.668,0.664,-1.736,1.487,0.212
0.639,-0.479,0.784,-0.285,1.167,-0.075,-0.719,0.367,0.76,0.741,1.37
0.417,-0.056,-0.879,0.674,1.167,-0.075,-0.774,-0.519,0.837,-0.752,-0.946
0.442,-0.779,0.408,-0.285,-0.832,-0.402,0.48,-0.154,-0.437,-0.005,-0.946
0.395,-0.136,0.239,-0.285,-0.832,-0.075,-0.494,0.203,0.76,0.741,1.37
-1.04,-1.576,0.258,-0.565,1.167,-0.075,-0.686,-0.519,-0.157,-0.005,-0.946
0.378,-0.167,-0.916,-0.565,-0.832,-0.075,-0.51,-0.519,-0.106,-0.752,0.212
0.101,-0.779,-0.588,-0.285,-0.832,0.521,0.876,0.21,-0.386,-0.005,1.37
-0.191,0.863,-0.738,1.399,1.167,0.268,-1.291,-0.519,1.499,-0.752,1.37
-0.159,-0.596,-0.775,0.819,-0.832,1.279,-0.197,-0.519,0.251,-0.752,-0.946
-0.571,-1.76,0.925,-0.285,0.134,0.521,1.129,-0.33,-1.71,1.487,-0.946
0.69,-0.596,0.08,-0.285,1.167,0.268,-1.489,0.198,1.422,-0.005,-0.946
1.407,0.14,1.949,-0.285,1.167,-0.075,-0.956,0.8,0.989,0.741,1.37
-0.476,-0.779,-1.151,-0.939,-0.832,-0.075,-0.62,-0.519,-0.08,-1.498,-0.946
-0.191,0.863,-0.494,-0.565,-0.832,-2.792,0.491,-0.519,0.633,-0.005,1.37
-0.331,1.604,-0.155,2.989,-0.832,-2.792,2.653,0.152,-0.972,-0.005,1.37
-0.187,-1.0,1.705,-0.565,-0.832,1.279,-0.444,-0.519,-1.71,2.98,-0.946
-0.988,0.63,-0.898,-0.565,1.167,1.279,-0.785,-0.519,-0.946,-1.498,-0.946
0.095,-0.741,-0.672,-0.565,-0.832,-0.075,-0.901,-0.519,1.117,-0.752,1.37
-1.267,-0.289,-0.813,-0.565,-0.832,-1.138,-0.34,-0.519,-0.946,-0.752,-0.946
0.31,-0.671,0.39,-0.565,1.167,-0.075,-0.703,-0.519,1.295,-0.005,-0.946
0.442,-0.779,-0.822,-0.565,-0.832,0.268,-1.027,-0.519,1.295,-0.752,-0.946
0.22,-0.963,3.396,-0.285,-0.832,1.279,0.012,0.167,-0.233,1.487,1.37
-0.332,1.12,-0.221,-0.565,1.167,1.279,-0.769,-0.519,0.658,-0.005,-0.946
0.019,0.17,0.117,-0.285,1.167,1.279,-0.136,-0.402,-0.08,-0.005,-0.946
-1.008,-0.228,-0.945,-0.565,1.167,-0.075,-1.011,-0.519,1.422,-1.498,-0.946
-0.139,-0.684,-0.052,-0.285,-0.832,1.279,-0.219,-0.106,0.149,-0.005,0.212
0.006,-0.412,-0.268,-0.285,-0.832,0.521,1.74,-0.416,-1.736,-0.005,-0.946
0.073,3.602,-0.794,-0.565,-0.832,0.268,-0.994,-0.519,0.786,-0.752,-0.946
0.005,-0.596,-0.794,-0.565,1.167,-0.075,-0.95,-0.519,1.244,-0.752,1.37
0.317,-0.596,0.408,-0.285,1.167,-0.075,-0.483,0.513,0.2,0.741,1.37
0.528,-0.357,-0.531,2.989,0.134,-0.402,0.265,0.024,-0.131,-0.005,1.37
0.371,-0.412,1.216,1.061,1.167,-0.075,-0.851,-0.275,-0.615,1.487,-0.946
-1.008,-0.228,-0.907,-0.565,1.167,-0.075,-1.137,-0.519,1.219,-1.498,1.37
-5.352,0.446,-0.484,-0.565,1.167,0.268,-1.005,-0.519,1.193,-0.005,-0.946
0.973,0.354,-0.184,-0.285,1.167,-0.075,-0.73,-0.148,-0.029,-0.005,-0.946
0.405,0.017,2.25,-0.285,1.167,1.279,-0.351,-0.077,-0.182,4.473,0.212
-0.166,-0.473,-1.114,1.629,-0.832,0.268,-1.192,-0.519,1.193,-1.498,-0.946
0.44,-0.473,-0.155,-0.285,-0.832,0.521,1.503,-0.265,0.327,-0.005,-0.946
-0.047,-0.908,-1.01,-0.565,1.167,-0.075,-0.967,-0.519,1.422,-0.752,1.37
0.33,-0.822,0.258,-0.285,0.021,-0.402,0.045,0.244,-0.946,-0.005,0.212
0.962,2.713,1.517,2.989,0.021,1.279,0.007,0.384,-0.233,0.741,1.37
0.357,-0.596,-0.174,-0.285,-0.832,1.279,-0.136,-0.095,-1.71,-0.752,0.212
0.203,-0.608,-0.531,-0.285,0.134,0.521,1.591,-0.406,-1.252,-0.752,-0.946
1.264,0.385,-0.127,-0.285,-0.832,-0.075,-0.582,-0.288,-0.258,-0.005,1.37
-5.352,0.446,0.211,-0.285,0.566,-0.075,-0.466,-0.396,-0.946,0.741,-0.946
0.432,0.507,-0.907,-0.565,-0.832,1.279,-0.246,-0.519,1.091,-0.752,0.212
-1.267,-0.289,-0.512,-0.565,1.167,0.268,-1.368,-0.519,1.448,-0.005,1.37
0.109,-0.375,-0.024,-0.285,1.167,-0.075,-0.505,0.003,1.04,-0.005,1.37
0.884,-0.135,0.399,-0.285,-0.832,0.521,2.449,0.965,-0.946,-0.005,0.212
-0.154,-0.596,1.198,-0.565,0.134,-1.138,0.81,-0.519,-0.157,2.234,0.212
0.095,-0.741,-0.926,-0.565,-0.832,1.279,-0.312,-0.519,0.276,-0.752,-0.946
0.78,-0.596,0.427,2.989,1.167,0.268,-1.176,0.565,1.244,0.741,1.37
-0.154,-0.596,0.812,-0.285,-0.832,1.279,-0.378,0.678,0.684,0.741,1.37
-0.841,-0.963,-0.963,-0.939,0.021,-2.792,1.564,-0.519,0.251,-1.498,-0.946
1.309,0.753,-0.663,-0.565,-0.832,-0.075,-0.796,-0.519,1.091,-0.752,0.212
-0.766,-1.257,-0.813,-0.565,-0.832,-0.075,-0.692,-0.519,0.837,-0.752,1.37
0.725,-0.553,-0.184,-0.285,0.134,1.279,-0.164,-0.22,-1.252,-0.005,0.212
0.263,-0.473,5.144,-0.285,1.167,1.279,-0.406,3.112,-2.372,2.98,1.37
-0.047,-0.908,0.089,-0.285,1.167,0.268,-1.126,0.341,1.321,0.741,1.37
0.478,-0.05,1.273,-0.285,-0.832,1.279,-0.323,0.589,0.786,0.741,1.37
-0.433,-1.502,-1.104,-0.565,-0.832,1.279,-0.406,-0.519,-1.736,-1.498,-0.946
-5.352,0.446,0.089,-0.285,-0.832,-0.402,0.562,-0.419,-1.252,0.741,-0.946
-0.191,0.863,-0.221,-0.565,1.167,1.279,-0.807,-0.519,0.047,-0.752,0.212
-0.481,-0.473,-0.7,-0.565,1.167,0.268,-1.225,-0.519,1.27,-0.752,-0.946
-1.267,-0.289,-1.367,-0.939,1.167,-0.402,-0.439,-0.519,1.244,-1.498,-0.946
0.26,-0.473,-0.184,-0.565,-0.832,0.268,-1.027,-0.519,0.989,-0.005,-0.946
0.71,0.501,-0.4,-0.285,-0.832,-0.402,0.667,-0.086,-0.819,-0.005,0.212
0.645,-0.105,1.141,-0.285,-0.832,-0.075,-0.769,0.459,-0.182,0.741,1.37
0.343,0.017,1.404,-0.285,-0.832,-0.402,0.249,1.215,0.658,-0.005,1.37
-0.047,-0.963,-0.494,-0.285,0.021,0.521,1.041,0.492,-0.233,-0.752,1.37
-1.197,-0.289,-0.531,-0.565,0.021,-2.792,1.514,-0.519,-1.71,-0.752,-0.946
0.885,0.018,1.01,-0.285,-0.832,1.279,-0.087,1.938,0.149,-0.005,1.37
0.449,-0.228,1.395,-0.285,-0.832,-0.075,-0.824,0.017,1.142,0.741,0.212
-0.864,0.305,-0.588,-0.565,1.167,1.279,-0.983,-0.519,0.989,-0.752,-0.946
-0.988,0.63,-1.151,-0.565,-0.832,-1.138,-0.219,-0.519,-0.462,-1.498,-0.946
-1.197,-0.289,-0.212,-0.285,-0.832,-1.138,-0.026,-0.42,-0.742,1.487,-0.946
0.323,0.992,-0.907,-0.565,1.167,0.268,-0.989,-0.519,1.397,-1.498,-0.946
0.766,0.308,-0.09,-0.285,0.021,-0.402,0.524,1.335,0.251,-0.005,1.37
0.26,-0.657,0.512,-0.285,1.167,1.279,0.089,-0.232,-0.793,0.741,0.212
0.856,0.287,-0.672,-0.285,0.566,-0.075,-0.461,-0.463,-1.71,-1.498,-0.946
0.358,0.118,-0.381,-0.285,-0.832,0.521,3.071,0.181,-0.437,0.741,0.212
0.847,0.385,1.414,2.989,-11.332,-0.402,0.282,1.545,0.225,0.741,1.37
-0.768,-0.779,1.667,2.989,-0.832,-1.138,-0.307,0.238,0.174,1.487,1.37
0.009,-0.412,-0.841,-0.565,0.566,1.279,-0.07,-0.519,0.251,-0.752,-0.946
-0.139,-1.086,0.446,1.061,1.167,-0.075,-0.835,0.459,1.168,1.487,1.37
0.216,-0.596,-0.099,-0.285,-0.832,-1.138,0.733,0.844,-1.201,-0.005,0.212
1.469,1.849,1.461,-0.285,-0.832,-0.075,-0.543,1.777,0.327,0.741,1.37
0.555,2.162,-0.212,2.989,0.021,-0.402,0.177,0.226,-0.258,-0.005,1.37
1.058,0.483,0.014,-0.285,1.167,0.268,-1.528,-0.315,1.372,-0.005,-0.946
-0.176,-1.208,-0.916,-0.565,0.566,0.521,1.685,-0.519,-0.08,-0.752,-0.946
-0.288,-1.423,1.526,-0.285,0.134,-1.138,0.364,0.362,-3.748,2.234,0.212
0.263,-0.473,2.795,2.989,-0.832,-0.075,-0.477,2.247,0.913,-0.005,1.37
0.562,0.392,1.855,2.989,-0.832,1.279,-0.103,1.849,0.633,0.741,1.37
0.657,0.385,-0.118,-0.285,-0.832,-0.075,-0.604,-0.292,-1.71,-0.005,0.212
-0.395,-1.202,-0.306,-0.379,-0.832,-0.402,0.26,-0.16,-0.182,-0.752,-0.946
1.156,1.243,0.042,-0.285,0.021,-0.402,0.496,0.012,-0.157,0.741,0.212
-0.367,-1.545,-1.076,-0.285,-0.832,-1.138,0.645,-0.297,0.302,-0.752,1.37
0.247,2.039,0.333,2.989,0.134,-2.792,1.289,-0.078,-0.208,0.741,1.37
-1.306,-0.963,-1.001,-0.565,1.167,-0.402,-0.466,-0.519,-0.946,-0.752,-0.946
-0.817,-1.76,-0.475,-0.285,0.134,-2.792,2.4,-0.313,-1.226,-0.752,0.212
0.449,-0.228,-0.052,-0.285,-0.832,-0.402,0.122,0.672,-0.131,-0.005,0.212
0.884,-0.135,-0.719,-0.285,-0.832,0.521,1.432,-0.251,-0.819,-0.005,-0.946
-0.191,0.863,-0.813,-0.565,-0.832,-0.402,-0.488,-0.519,0.225,-0.752,1.37
0.327,-0.145,1.01,0.674,-0.832,-0.075,-0.51,-0.519,0.022,2.234,0.212
0.009,-0.412,-0.766,-0.565,-0.832,-0.075,-0.747,-0.519,0.251,-0.752,-0.946
0.645,-0.105,0.953,-0.285,-0.832,1.279,0.067,1.304,0.684,1.487,1.37
-0.475,-1.165,-0.616,-0.565,-0.832,-0.075,-0.477,-0.519,-0.411,-0.752,-0.946
0.44,-0.473,1.019,2.989,1.167,-0.075,-0.538,0.977,0.862,0.741,1.37
-0.176,-1.208,-0.963,-0.565,-0.832,-0.075,-0.51,-0.519,0.633,-0.752,-0.946
-1.197,-0.289,1.79,-0.285,-0.832,0.521,0.199,-0.347,-0.972,1.487,0.212
0.404,-0.118,2.485,-0.285,1.167,-0.402,0.579,-0.068,-0.946,-0.005,0.212
0.555,2.162,0.549,2.989,0.021,-1.138,0.414,0.234,-0.182,0.741,1.37
1.658,1.059,0.023,-0.285,0.134,-1.138,0.904,0.243,-2.372,0.741,-0.946
-1.267,-0.289,-0.625,-0.565,1.167,-0.075,-1.22,-0.519,1.193,-0.752,1.37
0.203,-0.608,0.352,2.989,1.167,1.279,-0.032,0.457,0.811,0.741,1.37
-1.267,-0.289,0.117,-0.565,1.167,-0.402,-0.626,-0.519,-0.895,-0.752,-0.946
0.569,0.501,-0.869,-0.565,0.021,-0.402,0.491,-0.519,-0.106,-0.752,0.212
-0.159,-0.596,-0.804,-0.285,0.021,0.521,1.487,-0.463,-0.157,-0.752,-0.946
0.358,0.118,-0.681,-0.285,-0.832,-0.075,-0.862,-0.38,-0.691,-0.752,-0.946
0.267,-0.105,-0.456,-0.285,-0.832,-0.402,0.32,-0.143,-0.844,-0.752,0.212
-0.988,0.63,-0.588,-0.565,0.021,-2.792,1.542,-0.519,-0.233,-0.752,-0.946
1.501,1.013,1.799,-0.285,1.167,-0.075,-0.917,0.073,1.168,-0.005,1.37
0.65,-0.044,0.681,-0.565,0.021,-0.075,-0.554,-0.519,0.735,1.487,1.37
-0.355,-0.596,-0.813,-0.565,-0.832,-0.075,-0.934,-0.519,1.321,-0.752,-0.946
0.331,0.017,-0.155,-0.285,1.167,-0.075,-0.917,0.282,-0.539,0.741,1.37
0.721,-0.277,-0.296,-0.285,-0.832,-1.138,0.931,0.74,0.429,-0.005,1.37
0.999,0.079,-0.09,-0.285,0.134,-1.138,0.766,-0.15,-1.252,-0.005,0.212
0.973,0.354,0.418,-0.285,-0.832,1.279,-0.12,1.022,-0.793,1.487,-0.946
-1.04,-1.576,1.198,-0.285,0.134,-0.402,-0.125,-0.406,-1.71,0.741,-0.946
1.009,0.201,0.061,-0.285,-0.832,-1.138,0.782,-0.095,-0.131,0.741,1.37
-1.197,-0.289,-0.775,0.819,0.134,-2.792,1.267,-0.519,-1.15,-1.498,-0.946
0.152,0.017,-0.916,0.819,0.566,1.279,0.089,-0.519,-0.768,-0.752,-0.946
0.885,2.836,2.645,-0.285,1.167,-0.075,-0.719,1.329,0.506,1.487,1.37
1.406,1.905,0.023,2.989,-0.832,-0.402,0.194,-0.032,0.557,-0.005,1.37
0.766,0.308,-0.071,-0.285,0.134,0.521,2.092,0.66,-0.106,0.741,1.37
0.562,0.392,1.16,-0.285,-0.832,1.279,-0.362,-0.364,0.073,0.741,-0.946
0.244,-0.289,-0.249,0.674,1.167,-0.075,-0.835,-0.519,0.964,-0.005,-0.946
0.152,0.017,2.137,-0.285,-0.832,1.279,-0.241,0.011,-0.182,2.234,0.212
-0.139,-1.086,0.634,-0.285,-0.832,-0.402,0.007,0.291,0.506,0.741,0.212
1.471,0.757,-0.4,-0.285,1.167,1.279,-0.175,-0.272,-0.819,-0.005,-0.946
0.866,1.194,0.465,-0.285,-0.832,-0.075,-0.499,0.323,0.913,0.741,0.212
0.034,-0.926,-0.634,-0.565,-0.832,1.279,-0.021,-0.519,-0.029,-0.752,-0.946
0.378,-0.167,-0.559,-0.285,0.134,0.521,1.481,-0.416,-0.946,-0.752,-0.946
0.461,-0.35,-0.127,-0.285,-0.832,-0.402,0.375,0.306,-0.106,-0.005,1.37
0.442,-0.779,-0.484,-0.285,0.566,-0.075,-0.604,-0.316,-0.488,-0.752,-0.946
-5.352,0.446,-0.963,-0.565,-0.832,-0.075,-0.642,-0.519,-0.157,-1.498,-0.946
0.645,1.059,1.667,2.989,1.167,-0.075,-0.642,2.061,0.073,-0.005,1.37
0.203,-0.608,-0.813,-1.577,1.167,1.279,0.111,-0.519,-2.984,-1.498,-0.946
-0.771,-0.504,-1.104,-0.939,1.167,-0.075,-1.027,-0.519,-0.182,-1.498,-0.946
-1.306,-0.963,-0.832,-0.565,-0.832,0.521,0.21,-0.519,0.174,-0.752,-0.946
0.33,-0.822,0.493,2.989,-0.832,1.279,-0.197,0.358,0.582,1.487,1.37
-0.237,-0.963,-0.7,0.819,-0.832,-0.075,-0.84,-0.519,1.117,-0.752,1.37
0.996,0.428,-0.296,0.674,-0.832,-0.075,-0.488,-0.519,0.964,-0.005,0.212
-0.475,-1.165,-0.409,-0.285,0.134,0.521,2.867,-0.202,-1.252,-0.752,-0.946
1.243,1.243,0.615,-0.285,0.021,-0.075,-0.758,1.074,0.225,-0.005,1.37
0.258,-0.736,-0.822,-0.285,0.566,1.279,-0.384,-0.488,0.455,-0.752,-0.946
2.478,0.814,-0.447,-0.565,1.167,1.279,-0.197,-0.519,1.066,-0.005,-0.946
0.555,2.162,2.231,2.989,-0.832,-0.402,-0.109,4.134,0.047,1.487,1.37
0.985,1.427,-0.005,-0.285,0.134,0.521,3.131,-0.2,-0.208,-0.005,0.212
0.39,-0.228,-0.672,-0.565,0.021,1.279,-0.422,-0.519,-0.029,-0.005,1.37
-0.771,-0.504,-0.634,0.674,1.167,0.268,-1.313,-0.519,1.422,-0.005,-0.946
0.741,4.0,1.714,-0.285,-0.832,-0.402,0.199,4.434,-0.946,0.741,1.37
0.006,-0.412,0.211,-1.577,0.566,-0.075,-0.736,-0.519,-0.004,-0.005,-0.946
0.44,-0.473,-0.437,-0.285,1.167,-0.075,-0.719,0.399,0.837,-0.005,1.37
0.416,0.507,-1.057,-0.565,0.021,1.279,-0.307,-0.519,-0.055,-0.752,-0.946
0.741,-0.473,0.822,-0.285,-0.832,1.279,-0.048,0.296,-0.742,2.234,-0.946
0.47,-0.121,1.367,2.989,1.167,1.279,-0.191,2.364,0.786,0.741,1.37
0.854,0.017,0.869,-0.285,-0.832,-0.075,-0.972,-0.307,0.76,1.487,-0.946
-1.306,-0.963,-0.71,-0.565,-0.832,1.279,-0.824,-0.519,-0.029,-0.752,1.37
-0.423,-0.779,-0.775,-0.565,-0.832,-0.075,-0.829,-0.519,0.276,-0.752,-2.104
0.846,0.979,-0.418,-0.285,0.021,-1.138,1.113,-0.018,0.098,-0.005,0.212
-1.267,-0.289,0.324,-0.565,-0.832,-1.138,-0.246,-0.519,-0.793,-0.005,-0.946
0.671,0.262,0.202,-0.285,-0.832,-0.402,0.634,0.197,-0.131,0.741,1.37
-5.352,0.446,0.164,-0.285,-0.832,1.279,0.018,-0.318,-0.233,0.741,-0.946
-1.04,-1.576,-0.982,-0.565,1.167,-0.075,-0.78,-0.519,-1.252,-1.498,-0.946
-0.166,-0.473,0.258,-0.285,-0.832,0.268,-1.115,-0.387,1.321,0.741,-0.946
0.113,-0.473,-0.992,-0.565,-0.832,-0.075,-0.708,-0.519,1.321,-0.752,-0.946
-0.48,-1.576,0.869,1.061,1.167,-0.075,-1.044,-0.236,-2.602,1.487,-0.946
-0.035,-0.626,0.512,-0.285,-0.832,-0.402,0.282,0.004,0.684,-0.005,0.212
-0.768,-0.779,-0.851,-0.565,1.167,-0.075,-1.192,-0.519,0.047,-0.752,1.37
0.371,-0.412,1.63,2.989,-0.832,1.279,-0.373,1.266,0.735,1.487,1.37
0.378,-0.167,-1.067,-0.565,-0.832,-0.075,-0.945,-0.519,0.76,-1.498,-0.946
-0.047,-0.963,-0.494,-0.285,-0.832,-1.138,0.386,0.461,0.709,-0.005,1.37
0.569,0.501,-0.785,-0.565,-0.832,1.279,-0.004,-0.519,0.098,-0.752,-0.946
0.555,2.162,0.728,-0.285,0.134,-1.138,0.381,0.255,0.073,1.487,1.37
0.626,-0.534,-0.775,-0.565,-0.832,1.279,0.089,-0.519,0.582,-0.752,-0.946
0.031,-1.294,0.39,0.674,1.167,-0.075,-0.686,-0.519,-1.736,0.741,0.212
0.624,-0.387,-0.437,-0.285,-0.832,-0.075,-0.807,0.381,1.27,-0.005,0.212
-0.057,-0.596,-0.588,-0.565,-0.832,1.279,-0.527,-0.519,0.989,-0.752,0.212
1.173,0.691,-0.108,0.674,-0.832,-0.402,0.518,-0.519,0.098,-0.752,-0.946
1.099,-0.148,-0.691,-0.565,1.167,-0.075,-1.0,-0.519,1.168,-0.752,0.212
0.323,0.992,1.057,-0.285,0.134,0.521,2.812,0.361,-0.029,2.234,1.37
0.055,0.14,-1.029,-0.565,-0.832,1.279,-0.202,-0.519,-2.984,-1.498,-0.946
-0.332,1.12,-0.061,-0.285,-0.832,-2.792,0.474,0.26,-0.717,-0.005,1.37
-0.096,-1.27,1.169,1.061,-0.832,-0.402,0.051,2.703,0.302,1.487,1.37
-0.332,1.12,-0.625,-0.565,1.167,1.279,-0.895,-0.519,1.193,-0.752,0.212
0.338,-0.259,0.277,-0.285,0.134,0.521,2.917,0.711,-1.252,1.487,1.37
-0.688,-1.76,0.493,2.989,-0.832,-0.402,0.309,1.056,0.251,0.741,1.37
0.645,-0.105,-0.813,0.819,1.167,-0.075,-0.846,-0.519,1.04,-0.752,-0.946
-1.358,-1.024,-0.588,-0.565,-0.832,1.279,-0.972,-0.519,0.073,-0.005,-0.946
1.078,0.74,-1.095,1.629,1.167,0.268,-1.005,-0.519,1.295,-1.498,0.212
0.442,-0.779,-0.851,-0.565,1.167,-0.075,-0.483,-0.519,0.684,-0.752,-0.946
