Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2,Subtype of Property Score,State of the Building Score,PEB Score
Ingelmunster,8770,house,458000,4,248,1,0,1,1,1,400,0,811,4,1987,3,385,3,252500,30218,1846,29802.14056563951,28758.51106301106,28222.31623931624
Anderlecht,1070,apartment,234000,2,105,0,0,1,5,0,0,0,0,4,2003,1,331,3,220000,21336,2228,26803.13784722222,28758.51106301106,29144.322250639387
Zwijndrecht,2070,house,395000,4,243,1,0,1,85,0,0,0,230,2,1976,4,255,3,280000,31143,1625,29802.14056563951,28758.51106301106,29068.10478029937
Beuzet,5030,duplex,265000,2,116,1,0,0,0,0,0,0,0,4,2014,6,83,5,280000,30269,2284,27281.282442748092,28486.412584912407,29468.910848549946
Geraardsbergen,9500,house,399000,3,230,1,0,0,0,1,330,0,472,3,1990,5,153,5,238500,29578,1734,29802.14056563951,28486.412584912407,29446.861588481188
Geraardsbergen,9500,villa,575000,5,750,1,0,0,0,0,0,0,3110,4,2010,6,38,5,238500,29578,766,30737.61626429479,28486.412584912407,29468.910848549946
Brasschaat,2930,house,375000,3,158,1,0,0,0,0,0,0,325,2,1931,5,134,3,385000,31614,2373,29802.14056563951,28758.51106301106,29446.861588481188
Grez-doiceau,1390,villa,1350000,7,355,1,0,1,100,1,900,1,1600,4,1993,4,218,3,382500,31018,3802,30737.61626429479,28758.51106301106,29068.10478029937
Zutendaal,3690,house,169000,1,39,0,0,1,10,0,0,0,802,4,2008,5,186,5,266750,31441,4333,29802.14056563951,28486.412584912407,29446.861588481188
Roosdaal,1760,house,329000,5,300,0,0,0,0,0,0,0,786,3,1958,1,768,1,355000,33632,1096,29802.14056563951,28927.5390070922,29144.322250639387
Lokeren,9160,apartment,284000,2,84,1,0,1,9,0,0,0,0,2,2024,6,20,5,295000,30290,3380,26803.13784722222,28486.412584912407,29468.910848549946
Saint-josse-ten-noode,1210,duplex,335000,2,90,1,0,0,0,0,0,0,0,2,2023,4,105,5,245000,18781,3722,27281.282442748092,28486.412584912407,29068.10478029937
Halle,1500,apartment,299000,3,123,1,0,1,30,0,0,0,0,2,1977,5,195,3,308250,30101,2430,26803.13784722222,28758.51106301106,29446.861588481188
Asse,1730,house,369000,2,293,1,0,0,0,1,440,0,600,4,1955,1,569,5,288000,29699,1259,29802.14056563951,28486.412584912407,29144.322250639387
Braine-lalleud,1420,villa,460000,3,126,0,0,1,25,1,400,0,905,4,1973,0,545,1,360000,30512,3650,30737.61626429479,28927.5390070922,25195.411320754716
Melsbroek,1820,house,549000,5,230,1,0,1,35,1,395,0,705,3,1962,5,144,4,425000,33462,2386,29802.14056563951,28224.02819956616,29446.861588481188
Niel,2845,house,349000,5,230,1,0,1,10,1,45,0,138,2,1918,4,243,2,255000,31517,1517,29802.14056563951,28791.728096676736,29068.10478029937
Ixelles,1050,house,990000,5,310,1,0,1,34,1,200,0,234,2,1904,1,294,3,350000,23014,3193,29802.14056563951,28758.51106301106,29144.322250639387
Tubize,1480,ground-floor,295000,2,90,1,0,1,25,0,0,0,0,3,2023,6,82,5,252250,27224,3277,28347.043859649122,28486.412584912407,29468.910848549946
Kortrijk,8500,apartment,219000,2,73,1,0,0,0,0,0,0,0,4,2012,5,125,3,265000,28248,3000,26803.13784722222,28758.51106301106,29446.861588481188
Ixelles,1050,flat-studio,270000,1,55,1,0,1,5,0,0,0,0,4,1979,3,178,5,350000,23014,4909,25140.745098039217,28486.412584912407,28222.31623931624
Braine-lalleud,1420,apartment,315000,2,80,1,0,1,3,0,0,0,0,2,1961,4,203,4,360000,30512,3937,26803.13784722222,28224.02819956616,29068.10478029937
Egem,8740,house,440000,3,222,0,0,1,42,1,305,0,462,3,2019,6,38,5,309000,30145,1981,29802.14056563951,28486.412584912407,29468.910848549946
Framerieslabouverie,7080,house,190000,3,110,0,0,1,35,1,299,0,330,2,1974,3,307,3,145000,24261,1727,29802.14056563951,28758.51106301106,28222.31623931624
Flemalle,4400,house,249000,2,75,0,0,1,22,1,690,0,846,4,1969,1,506,2,190000,26199,3320,29802.14056563951,28791.728096676736,29144.322250639387
Waterloo,1410,house,350000,2,120,1,0,0,0,1,472,0,575,4,1954,0,522,2,475000,31143,2916,29802.14056563951,28791.728096676736,25195.411320754716
Oostende,8400,apartment,149000,2,78,1,0,0,0,0,0,0,0,2,1969,4,263,3,235000,25991,1910,26803.13784722222,28758.51106301106,29068.10478029937
Etterbeek,1040,apartment,189000,1,50,0,0,0,0,0,0,0,0,2,1933,1,309,1,323500,23665,3780,26803.13784722222,28927.5390070922,29144.322250639387
Liege,4000,house,199000,3,102,1,0,1,19,1,65,0,66,2,1953,4,192,5,170000,22738,1950,29802.14056563951,28486.412584912407,29068.10478029937
Oud-turnhout,2360,villa,695000,5,316,0,0,0,0,0,0,0,2789,4,1983,4,267,3,330000,32681,2199,30737.61626429479,28758.51106301106,29068.10478029937
Anzegem,8570,house,420000,3,175,1,0,0,0,1,270,0,497,3,1943,4,211,3,280000,32600,2400,29802.14056563951,28758.51106301106,29068.10478029937
Nivelles,1400,house,295000,4,135,1,0,1,26,0,0,0,120,2,1900,3,289,3,260000,28900,2185,29802.14056563951,28758.51106301106,28222.31623931624
Herentals,2200,apartment,315000,2,76,1,0,1,11,0,0,0,0,2,2020,6,52,5,274000,29831,4144,26803.13784722222,28486.412584912407,29468.910848549946
Lasne,1380,villa,1295000,4,250,0,0,0,0,0,0,0,5236,4,1850,3,329,5,625000,32121,5180,30737.61626429479,28486.412584912407,28222.31623931624
Ninove,9400,house,750000,3,295,1,0,0,0,1,1,0,2981,4,1976,4,292,3,260000,29589,2542,29802.14056563951,28758.51106301106,29068.10478029937
Heusden-zolder,3550,house,550000,4,182,0,0,0,0,1,218,0,415,3,2019,6,74,5,261750,29842,3021,29802.14056563951,28486.412584912407,29468.910848549946
Ixelles,1050,apartment,920000,3,204,0,0,0,0,0,0,0,0,2,2001,4,112,5,350000,23014,4509,26803.13784722222,28486.412584912407,29068.10478029937
Sint-niklaas,9100,house,399000,6,426,1,1,0,0,0,0,0,180,2,1968,4,238,2,265000,28267,936,29802.14056563951,28791.728096676736,29068.10478029937
Woluwe-saint-lambert,1200,flat-studio,340000,1,52,1,0,1,5,0,0,0,0,3,2024,5,95,5,369000,27210,6538,25140.745098039217,28486.412584912407,29446.861588481188
Evere,1140,apartment,250000,1,70,0,0,0,0,0,0,0,0,2,2014,5,75,3,257500,24158,3571,26803.13784722222,28758.51106301106,29446.861588481188
Vilvoorde,1800,penthouse,279000,2,73,1,0,1,6,0,0,0,0,2,2017,6,68,5,300000,29017,3821,25996.018604651163,28486.412584912407,29468.910848549946
Mechelen,2800,apartment,299000,2,130,1,0,1,13,0,0,0,0,2,1998,5,146,3,312500,29870,2300,26803.13784722222,28758.51106301106,29446.861588481188
Forest,1190,apartment,159000,1,50,1,0,0,0,0,0,0,0,2,1910,0,634,3,280000,22908,3180,26803.13784722222,28758.51106301106,25195.411320754716
Stekene,9190,house,519000,4,220,1,0,1,21,0,0,0,283,3,2019,6,63,3,295000,31641,2359,29802.14056563951,28758.51106301106,29468.910848549946
Wezembeek-oppem,1970,house,350000,3,127,0,0,1,6,1,100,0,178,2,1954,3,312,1,520000,33282,2755,29802.14056563951,28927.5390070922,28222.31623931624
Laakdal,2430,house,350000,3,221,1,0,0,0,0,0,0,3205,4,1956,2,465,3,283750,31971,1583,29802.14056563951,28758.51106301106,27576.145009416196
Vilvorde,1800,town-house,525000,5,253,1,0,0,0,1,60,0,163,2,1959,2,494,3,300000,29017,2075,28801.766233766233,28758.51106301106,27576.145009416196
Turnhout,2300,house,249000,3,122,0,0,1,39,0,0,0,143,2,1971,5,165,3,250000,27404,2040,29802.14056563951,28758.51106301106,29446.861588481188
Sint-katelijne-waver,2860,house,339000,3,124,1,0,0,0,0,0,0,142,2,1968,4,234,3,375000,31938,2733,29802.14056563951,28758.51106301106,29068.10478029937
Genk,3600,apartment,289000,2,95,1,0,0,0,0,0,0,0,3,2010,4,214,3,260000,27345,3042,26803.13784722222,28758.51106301106,29068.10478029937
Ham-sur-heure-nalinnes,6120,ground-floor,339684,3,124,1,0,1,28,1,65,0,0,3,2024,6,60,5,250000,32327,2739,28347.043859649122,28486.412584912407,29468.910848549946
Blankenberge,8370,ground-floor,295000,2,70,1,0,0,0,0,0,0,0,3,2017,6,19,3,235000,25711,4214,28347.043859649122,28758.51106301106,29468.910848549946
Bruxelles,1000,apartment,179000,1,39,0,1,0,0,0,0,0,0,3,1958,4,116,3,275000,21541,4589,26803.13784722222,28758.51106301106,29068.10478029937
Waremme,4300,apartment,120000,2,62,0,0,0,0,0,0,0,0,3,1971,3,280,3,210000,27485,1935,26803.13784722222,28758.51106301106,28222.31623931624
Herenthout,2270,house,310000,4,196,0,0,0,0,0,0,0,417,4,1968,3,340,2,300000,30024,1581,29802.14056563951,28791.728096676736,28222.31623931624
Molenbeek-saint-jean,1080,apartment,265000,2,83,1,0,1,4,0,0,0,0,2,2020,5,94,5,215000,21062,3192,26803.13784722222,28486.412584912407,29446.861588481188
Jette,1090,apartment,499000,2,149,1,0,1,10,0,0,0,0,2,1902,2,237,3,235000,24171,3348,26803.13784722222,28758.51106301106,27576.145009416196
Tienen,3300,house,259000,4,112,0,0,1,19,1,26,0,80,2,1918,5,197,5,249000,29289,2312,29802.14056563951,28486.412584912407,29446.861588481188
Mol,2400,house,335000,4,275,1,0,0,0,0,0,0,826,4,1955,1,757,1,268000,30380,1218,29802.14056563951,28927.5390070922,29144.322250639387
Molenbeek-saint-jean,1080,apartment,209000,2,86,1,0,0,0,0,0,0,0,2,1970,2,243,3,215000,21062,2430,26803.13784722222,28758.51106301106,27576.145009416196
Kortrijk,8500,apartment,275000,3,127,1,0,1,5,0,0,0,0,4,1990,5,170,3,265000,28248,2165,26803.13784722222,28758.51106301106,29446.861588481188
Anderlecht,1070,house,369000,3,157,0,0,0,0,0,0,0,170,2,1874,0,406,2,220000,21336,2350,29802.14056563951,28791.728096676736,25195.411320754716
Beveren,9120,apartment,210000,2,93,0,0,1,6,0,0,0,0,2,1979,5,169,2,296500,32302,2258,26803.13784722222,28791.728096676736,29446.861588481188
Duinbergen,8301,apartment,995000,3,100,0,0,0,0,0,0,0,0,4,1988,5,117,5,592500,28601,9950,26803.13784722222,28486.412584912407,29446.861588481188
Kortrijk,8500,house,289500,3,150,1,0,0,0,0,0,0,120,2,1930,5,169,3,265000,28248,1930,29802.14056563951,28758.51106301106,29446.861588481188
Oudenaarde,9700,house,270000,3,197,0,0,0,0,0,0,0,723,4,1976,1,692,1,275000,30647,1370,29802.14056563951,28927.5390070922,29144.322250639387
Libramont-chevigny,6800,apartment,155000,1,40,1,0,0,0,0,0,0,0,4,2023,5,90,5,224500,27968,3875,26803.13784722222,28486.412584912407,29446.861588481188
Affligem,1790,house,439000,3,168,1,0,0,0,1,270,0,538,3,1980,4,218,5,330000,34876,2613,29802.14056563951,28486.412584912407,29068.10478029937
Etterbeek,1040,house,795000,5,320,1,0,1,20,1,80,0,216,2,1920,1,337,1,323500,23665,2484,29802.14056563951,28927.5390070922,29144.322250639387
Egem,8740,house,352000,4,159,0,0,0,0,0,0,0,224,4,2024,6,35,3,309000,30145,2213,29802.14056563951,28758.51106301106,29468.910848549946
Uccle,1180,apartment,495000,2,141,1,0,1,12,0,0,0,0,3,1958,4,146,3,390000,26467,3510,26803.13784722222,28758.51106301106,29068.10478029937
Begijnendijk,3130,house,619000,4,295,1,0,0,0,0,0,0,576,3,2012,6,76,5,330000,33342,2098,29802.14056563951,28486.412584912407,29468.910848549946
Fosses-la-ville,5070,house,199000,2,95,0,0,0,0,1,984,0,984,4,1974,2,388,3,220000,27915,2094,29802.14056563951,28758.51106301106,27576.145009416196
Oud-turnhout,2360,ground-floor,225000,2,98,1,0,0,0,1,52,0,0,4,1974,5,157,4,330000,32681,2295,28347.043859649122,28224.02819956616,29446.861588481188
Lier,2500,ground-floor,249000,2,75,1,0,0,0,0,0,0,0,2,1962,5,193,3,290000,29623,3320,28347.043859649122,28758.51106301106,29446.861588481188
Bourg-lcaopold,3970,house,329500,3,165,0,0,0,0,0,0,0,800,3,1937,3,372,3,245000,29587,1996,29802.14056563951,28758.51106301106,28222.31623931624
Waregem,8790,villa,479000,3,175,1,0,0,0,0,0,0,562,4,1995,4,231,3,292000,30342,2737,30737.61626429479,28758.51106301106,29068.10478029937
Bruxelles,1000,apartment,449000,2,107,1,0,0,0,0,0,0,0,2,2007,3,202,3,275000,21541,4196,26803.13784722222,28758.51106301106,28222.31623931624
Buggenhout,9255,house,369000,3,144,1,0,0,0,0,0,0,288,2,1950,4,231,5,327500,33340,2562,29802.14056563951,28486.412584912407,29068.10478029937
Lokeren,9160,apartment,199750,1,56,0,0,1,3,0,0,0,0,3,2008,5,193,3,295000,30290,3566,26803.13784722222,28758.51106301106,29446.861588481188
Houthulst,8650,house,390000,3,195,0,0,0,0,0,0,0,623,4,2007,5,145,3,240250,28591,2000,29802.14056563951,28758.51106301106,29446.861588481188
Sint-truiden,3800,apartment,319000,2,108,1,0,1,12,0,0,0,0,2,1973,5,156,4,239000,28162,2953,26803.13784722222,28224.02819956616,29446.861588481188
Brussel,1000,apartment,649000,2,102,1,0,0,0,0,0,0,0,4,2018,5,68,5,275000,21541,6362,26803.13784722222,28486.412584912407,29446.861588481188
Denderhoutem,9450,house,450000,5,335,0,0,0,0,0,0,0,500,3,1980,2,463,3,283500,32791,1343,29802.14056563951,28758.51106301106,27576.145009416196
Turnhout,2300,apartment,149000,2,110,0,0,0,0,0,0,0,0,2,1977,5,114,1,250000,27404,1354,26803.13784722222,28927.5390070922,29446.861588481188
Molenbeek-saint-jean,1080,apartment,289000,3,116,1,0,1,20,0,0,0,0,2,2003,4,124,5,215000,21062,2491,26803.13784722222,28486.412584912407,29068.10478029937
Huy,4500,apartment,115000,1,60,0,0,1,5,0,0,0,0,2,1973,4,251,3,196000,24184,1916,26803.13784722222,28758.51106301106,29068.10478029937
Willebroek,2830,house,389000,3,152,1,0,1,30,1,150,0,281,3,1934,3,322,5,286750,29939,2559,29802.14056563951,28486.412584912407,28222.31623931624
Zonhoven,3520,house,239000,3,144,1,0,0,0,0,0,0,447,3,1932,1,822,2,297500,31666,1659,29802.14056563951,28791.728096676736,29144.322250639387
Aartselaar,2630,house,1285000,3,271,1,0,1,110,0,0,0,9247,4,2011,5,151,5,355000,34397,4741,29802.14056563951,28486.412584912407,29446.861588481188
Uccle,1180,apartment,540000,3,133,1,0,1,15,0,0,0,0,2,2008,3,182,3,390000,26467,4060,26803.13784722222,28758.51106301106,28222.31623931624
Boom,2850,triplex,375000,3,256,1,0,1,70,0,0,0,0,2,1950,4,239,3,258000,27780,1464,27681.928571428572,28758.51106301106,29068.10478029937
Huldenberg,3040,house,440000,4,276,0,0,0,0,1,140,0,352,4,1920,3,372,3,432500,34020,1594,29802.14056563951,28758.51106301106,28222.31623931624
Tienen,3300,house,279000,2,135,1,0,1,17,0,0,0,129,2,1930,4,295,3,249000,29289,2066,29802.14056563951,28758.51106301106,29068.10478029937
Verlaine-chapon-seraing,4537,house,549000,3,223,1,0,1,83,1,808,1,935,4,1976,5,121,4,297000,33895,2461,29802.14056563951,28224.02819956616,29446.861588481188
Borsbeek,2150,house,575000,3,130,1,0,0,0,0,0,0,962,4,1960,1,765,3,259000,29577,4423,29802.14056563951,28758.51106301106,29144.322250639387
Wakken,8720,house,399000,4,180,1,0,0,0,0,0,0,1558,4,1986,5,196,5,289000,30347,2216,29802.14056563951,28486.412584912407,29446.861588481188
Loksbergen,3545,house,399000,2,150,0,0,0,0,0,0,0,7900,4,1997,3,343,3,275000,30553,2660,29802.14056563951,28758.51106301106,28222.31623931624
Oostkerke,8340,villa,1195000,4,336,1,0,0,0,0,0,0,924,4,2003,5,175,5,375000,31561,3556,30737.61626429479,28486.412584912407,29446.861588481188
Vilvoorde,1800,house,319000,4,230,0,0,0,0,1,105,0,228,2,1919,2,470,1,300000,29017,1386,29802.14056563951,28927.5390070922,27576.145009416196
Oosterzele,9860,house,185000,2,85,0,0,0,0,0,0,0,360,2,1925,2,457,1,360000,35110,2176,29802.14056563951,28927.5390070922,27576.145009416196
Kontich,2550,house,494900,3,205,1,0,0,0,1,250,0,316,3,1974,3,368,3,359000,33894,2414,29802.14056563951,28758.51106301106,28222.31623931624
Sint-pieters-leeuw,1600,house,649000,4,334,1,0,0,0,0,0,0,827,4,1989,5,181,3,325000,29043,1943,29802.14056563951,28758.51106301106,29446.861588481188
Gent,9000,apartment,385000,2,94,1,0,0,0,0,0,0,0,2,1960,5,182,3,335000,27801,4095,26803.13784722222,28758.51106301106,29446.861588481188
Retie,2470,house,695000,3,300,0,0,0,0,0,0,0,2032,4,1987,4,230,3,310000,31378,2316,29802.14056563951,28758.51106301106,29068.10478029937
Mechelen,2800,house,235000,2,112,1,0,0,0,1,186,0,276,2,1900,1,537,1,312500,29870,2098,29802.14056563951,28927.5390070922,29144.322250639387
Anhee,5537,apartment,179000,1,92,1,0,0,0,0,0,0,0,2,2016,5,109,5,205000,28119,1945,26803.13784722222,28486.412584912407,29446.861588481188
Trooz,4870,villa,619000,6,330,1,0,1,70,1,600,1,2630,4,1981,4,198,2,150000,28327,1875,30737.61626429479,28791.728096676736,29068.10478029937
Schilde,2970,house,585000,3,241,1,0,0,0,0,0,0,750,4,1994,4,208,3,500000,33742,2427,29802.14056563951,28758.51106301106,29068.10478029937
Ninove,9400,villa,572000,3,176,1,0,0,0,0,0,0,883,4,1994,4,244,3,260000,29589,3250,30737.61626429479,28758.51106301106,29068.10478029937
Ham-sur-heure,6120,villa,349000,3,140,1,0,1,30,1,700,0,1152,4,1998,4,251,3,250000,32327,2492,30737.61626429479,28758.51106301106,29068.10478029937
Sombreffe,5140,house,324000,4,135,1,0,0,0,1,340,0,340,3,1919,4,252,4,245000,30713,2400,29802.14056563951,28224.02819956616,29068.10478029937
Genk,3600,house,719000,5,315,1,0,0,0,0,0,0,1950,4,1988,4,248,3,260000,27345,2282,29802.14056563951,28758.51106301106,29068.10478029937
Koksijde,8670,apartment,325000,3,105,0,0,0,0,1,5,0,0,3,1976,4,254,5,300000,30348,3095,26803.13784722222,28486.412584912407,29068.10478029937
Lint,2547,apartment,209000,1,62,1,0,0,0,0,0,0,0,3,1992,5,142,3,370000,34512,3370,26803.13784722222,28758.51106301106,29446.861588481188
Erpe-mere,9420,house,397500,3,135,1,0,0,0,1,75,0,151,2,2024,6,94,5,287580,32874,2944,29802.14056563951,28486.412584912407,29468.910848549946
Orp-jauche,1350,house,275000,3,160,1,0,1,33,0,0,0,800,3,1900,3,335,2,279000,30353,1718,29802.14056563951,28791.728096676736,28222.31623931624
Evere,1140,apartment,289000,3,86,1,0,1,15,0,0,0,0,2,1970,5,95,3,257500,24158,3360,26803.13784722222,28758.51106301106,29446.861588481188
Asse,1730,house,325000,2,143,0,0,0,0,0,0,0,454,3,1961,2,419,3,288000,29699,2272,29802.14056563951,28758.51106301106,27576.145009416196
Schaerbeek,1030,duplex,330000,3,100,1,0,1,10,0,0,0,0,2,1907,1,290,3,275000,21912,3300,27281.282442748092,28758.51106301106,29144.322250639387
Sint-gillis-waas,9170,house,650000,4,268,0,0,0,0,0,0,0,2005,4,1989,4,280,3,330000,31678,2425,29802.14056563951,28758.51106301106,29068.10478029937
Overijse,3090,house,545000,5,247,1,0,1,117,1,235,0,446,2,1904,4,298,4,517500,33781,2206,29802.14056563951,28224.02819956616,29068.10478029937
Rotselaar,3110,apartment,275000,1,65,1,0,0,0,0,0,0,0,3,2019,5,114,5,360400,35967,4230,26803.13784722222,28486.412584912407,29446.861588481188
Ixelles,1050,duplex,2400000,6,620,1,0,0,0,0,0,0,0,2,1940,1,297,5,350000,23014,3870,27281.282442748092,28486.412584912407,29144.322250639387
Ans,4430,town-house,229000,3,124,1,0,0,0,1,185,0,253,2,1969,0,562,2,200500,26138,1846,28801.766233766233,28791.728096676736,25195.411320754716
Berchem-sainte-agathe,1082,duplex,325000,2,131,1,0,1,7,0,0,0,0,2,2005,4,116,3,267500,24327,2480,27281.282442748092,28758.51106301106,29068.10478029937
Estaimpuis,7730,villa,365000,3,174,1,0,1,40,1,1000,0,1126,4,1999,3,301,3,195000,26919,2097,30737.61626429479,28758.51106301106,28222.31623931624
Wetteren,9230,house,235000,2,112,0,0,0,0,0,0,0,60,3,1941,3,311,3,280000,30041,2098,29802.14056563951,28758.51106301106,28222.31623931624
Anderlecht,1070,apartment,199000,1,60,1,0,1,3,0,0,0,0,2,2010,4,137,5,220000,21336,3316,26803.13784722222,28486.412584912407,29068.10478029937
Uccle,1180,apartment,280000,2,80,0,0,1,9,0,0,0,0,3,1963,2,265,1,390000,26467,3500,26803.13784722222,28927.5390070922,27576.145009416196
Watermael-boitsfort,1170,flat-studio,189000,1,34,1,0,1,4,0,0,0,0,2,1968,3,172,3,429500,26474,5558,25140.745098039217,28758.51106301106,28222.31623931624
Oupeye,4680,apartment,149000,2,69,1,0,1,4,0,0,0,0,3,1968,3,290,5,220000,26992,2159,26803.13784722222,28486.412584912407,28222.31623931624
Stabroek,2940,duplex,299000,2,85,1,0,1,30,0,0,0,0,3,2006,4,213,5,305000,33477,3517,27281.282442748092,28486.412584912407,29068.10478029937
Oostkamp,8020,villa,525000,5,257,1,0,0,0,0,0,0,856,4,1988,4,206,3,361000,32910,2042,30737.61626429479,28758.51106301106,29068.10478029937
Lier,2500,house,625000,3,170,1,0,1,15,1,68,0,180,2,1901,6,100,5,290000,29623,3676,29802.14056563951,28486.412584912407,29468.910848549946
Brecht,2960,villa,829000,4,275,1,0,0,0,0,0,0,852,4,2014,6,92,5,385000,32680,3014,30737.61626429479,28486.412584912407,29468.910848549946
Niel,2845,house,215000,2,129,1,0,0,0,0,0,0,82,3,1899,3,318,2,255000,31517,1666,29802.14056563951,28791.728096676736,28222.31623931624
Turnhout,2300,house,385000,3,244,0,0,0,0,0,0,0,9699,4,1965,2,492,1,250000,27404,1577,29802.14056563951,28927.5390070922,27576.145009416196
Wellin,6920,house,275000,4,230,0,0,1,20,1,910,0,910,3,1919,2,373,2,220000,25952,1195,29802.14056563951,28791.728096676736,27576.145009416196
Liege,4000,apartment,155000,2,85,0,0,1,2,0,0,0,0,2,1966,3,278,3,170000,22738,1823,26803.13784722222,28758.51106301106,28222.31623931624
Lier,2500,triplex,448000,5,310,1,0,1,35,0,0,0,0,2,1800,4,254,3,290000,29623,1445,27681.928571428572,28758.51106301106,29068.10478029937
Uccle,1180,house,720000,5,231,1,0,0,0,1,140,0,455,2,1989,2,256,2,390000,26467,3116,29802.14056563951,28791.728096676736,27576.145009416196
Engis,4480,apartment,199000,2,90,1,0,1,4,0,0,0,0,2,2019,5,110,5,176000,25939,2211,26803.13784722222,28486.412584912407,29446.861588481188
Olen,2250,house,449000,3,176,0,0,0,0,0,0,0,10000,4,1973,1,814,3,312000,31912,2551,29802.14056563951,28758.51106301106,29144.322250639387
Tienen,3300,apartment,425000,2,113,1,0,1,16,0,0,0,0,3,2022,6,34,5,249000,29289,3761,26803.13784722222,28486.412584912407,29468.910848549946
Herenthout,2270,house,369000,3,141,1,0,0,0,0,0,0,656,3,1991,4,262,3,300000,30024,2617,29802.14056563951,28758.51106301106,29068.10478029937
Uccle,1180,villa,1795000,5,468,0,0,0,0,0,0,0,1178,4,1974,3,208,5,390000,26467,3835,30737.61626429479,28486.412584912407,28222.31623931624
